Departement,Code_INSEE,pregion,code_DFCI,Jour,Heure,Surface_parcourue_m2,pTempMax_Deg,pTempMin_Deg,pWind_kmh,pWet_percent,pVisibility_km,pCloudCoverage_percent,pDayduration_hour,FFMC,ISI,SB
83,83069,provence-alpes-c-te-d-azur,LC08E92,2010-09-15,17:27:00,156000,25,18,17,74,10.0,2.0,12:32:0,83.33531430025707,2.7733226812968326,156000
34,34064,provence-alpes-c-te-d-azur,GD66L7,2010-09-15,17:33:00,20,25,18,17,74,10.0,2.0,12:32:0,83.33531430025707,2.7733226812968326,20
2A,2A272,provence-alpes-c-te-d-azur,NB44G34,2010-09-15,17:45:00,5,25,18,17,74,10.0,2.0,12:32:0,83.33531430025707,2.7733226812968326,5
07,07182,provence-alpes-c-te-d-azur,HE46L01,2010-09-15,23:32:00,700,25,18,17,74,10.0,2.0,12:32:0,83.33531430025707,2.7733226812968326,700
2A,2A200,corse,NB68E74,2010-09-16,13:14:00,100,24,16,18,89,9.0,28.0,12:27:0,80.49719579423224,1.126191462664189,100
2B,2B095,corse,NC42G44,2010-09-16,16:03:00,576900,24,16,18,89,9.0,28.0,12:27:0,80.49719579423224,1.126191462664189,576900
83,83046,corse,LD04D24,2010-09-16,18:42:00,90,24,16,18,89,9.0,28.0,12:27:0,80.49719579423224,1.126191462664189,90
34,34141,languedoc-roussillon,GD20B7,2010-09-20,04:00:00,4700,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,4700
34,34097,languedoc-roussillon,GD20B7,2010-09-20,04:03:00,155800,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,155800
2A,2A070,languedoc-roussillon,NB28F75,2010-09-20,09:05:00,10,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,10
2A,2A345,languedoc-roussillon,NB68D61,2010-09-20,09:49:00,100,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,100
2A,2A215,languedoc-roussillon,NB26B55,2010-09-20,10:26:00,10,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,10
2A,2A247,languedoc-roussillon,NB64H21,2010-09-20,10:33:00,10,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,10
2A,2A181,languedoc-roussillon,NB48B04,2010-09-20,14:16:00,10,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,10
2A,2A200,languedoc-roussillon,NB68H33,2010-09-20,14:32:00,40,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,40
07,07050,languedoc-roussillon,HE42B95,2010-09-20,16:08:00,5000,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,5000
06,06075,languedoc-roussillon,LD88F12,2010-09-20,16:12:00,12894,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,12894
2A,2A032,languedoc-roussillon,NB48A14,2010-09-20,18:47:00,10,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,10
2A,2A132,languedoc-roussillon,NB46E42,2010-09-20,19:16:00,500,22,14,12,69,10.0,8.0,12:17:0,83.74253138338024,2.3922040751423945,500
2A,2A322,corse,NB68A13,2010-10-02,10:23:00,15000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,15000
2B,2B263,corse,NC60E52,2010-10-02,12:02:00,560,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,560
2A,2A331,corse,NB46F51,2010-10-02,13:23:00,300,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,300
13,13002,corse,KD40K95,2010-10-02,13:45:00,15000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,15000
2A,2A345,corse,NB48D71,2010-10-02,14:04:00,200,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,200
48,48130,corse,HE00A6,2010-10-02,14:11:00,10000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,10000
2A,2A099,corse,NB68B05,2010-10-02,14:15:00,300,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,300
2A,2A085,corse,NB46C93,2010-10-02,14:25:00,100000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,100000
06,06075,corse,LD88G23,2010-10-02,14:50:00,3000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,3000
07,07186,corse,HE66K62,2010-10-02,15:12:00,4000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,4000
2A,2A209,corse,NB48A45,2010-10-02,15:15:00,300,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,300
2A,2A351,corse,NB28D15,2010-10-02,15:47:00,100,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,100
2A,2A001,corse,NB28K34,2010-10-02,15:57:00,300,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,300
11,11397,corse,GD00E01,2010-10-02,17:13:00,500,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,500
2B,2B341,corse,NC60E83,2010-10-02,19:44:00,1000,22,15,9,87,10.0,24.0,11:42:0,81.05831634749934,0.8988458979061373,1000
07,07182,languedoc-roussillon,HE46K0,2010-10-03,00:25:00,40,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,40
07,07155,languedoc-roussillon,HE46L05,2010-10-03,01:51:00,800,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,800
2A,2A004,languedoc-roussillon,NB28H31,2010-10-03,11:03:00,200,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,200
2A,2A094,languedoc-roussillon,NB66A85,2010-10-03,11:45:00,200,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,200
2B,2B292,languedoc-roussillon,NC62E03,2010-10-03,12:26:00,1000,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,1000
2A,2A211,languedoc-roussillon,NB46G33,2010-10-03,13:01:00,1000,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,1000
2B,2B265,languedoc-roussillon,NC64L81,2010-10-03,13:42:00,1500,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,1500
2A,2A300,languedoc-roussillon,NB64E91,2010-10-03,15:39:00,100,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,100
2A,2A209,languedoc-roussillon,NB48B42,2010-10-03,16:01:00,200,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,200
83,83086,languedoc-roussillon,LD42B83,2010-10-03,16:18:00,3000,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,3000
34,34213,languedoc-roussillon,HD02D8,2010-10-03,19:27:00,367500,21,17,39,92,8.75,41.0,11:38:0,79.01015298761023,1.5431671360301236,367500
2A,2A362,corse,NB66E05,2010-10-04,15:24:00,200,23,18,20,93,8.5,40.0,11:37:0,78.74988449962012,0.5071627630968313,200
2A,2A032,corse,NB48A12,2010-10-04,15:32:00,30000,23,18,20,93,8.5,40.0,11:37:0,78.74988449962012,0.5071627630968313,30000
2A,2A048,corse,NB28E54,2010-10-04,15:59:00,115000,23,18,20,93,8.5,40.0,11:37:0,78.74988449962012,0.5071627630968313,115000
2B,2B286,corse,NC84C23,2010-12-10,12:45:00,120000,13,4,11,84,10.0,7.0,9:12:0,80.70123489276864,0.8623241191329525,120000
2B,2B355,corse,NC64L42,2010-12-10,16:17:00,60000,13,4,11,84,10.0,7.0,9:12:0,80.70123489276864,0.8623241191329525,60000
2B,2B166,corse,NC84B43,2010-12-10,16:52:00,80000,13,4,11,84,10.0,7.0,9:12:0,80.70123489276864,0.8623241191329525,80000
06,06073,languedoc-roussillon,LE60L91,2011-02-08,13:34:00,705555,14,7,7,85,10.0,0.0,10:12:0,80.69518255118292,0.7031537450310997,705555
07,07269,languedoc-roussillon,HE48L61,2011-02-08,14:07:00,2000,14,7,7,85,10.0,0.0,10:12:0,80.69518255118292,0.7031537450310997,2000
11,11316,languedoc-roussillon,FC66F42,2011-02-08,15:13:00,20400,14,7,7,85,10.0,0.0,10:12:0,80.69518255118292,0.7031537450310997,20400
06,06050,languedoc-roussillon,LD66L84,2011-02-08,16:09:00,23993,14,7,7,85,10.0,0.0,10:12:0,80.69518255118292,0.7031537450310997,23993
48,48028,languedoc-roussillon,HE02C7,2011-02-08,19:53:00,370013,14,7,7,85,10.0,0.0,10:12:0,80.69518255118292,0.7031537450310997,370013
06,06120,languedoc-roussillon,LD62D44,2011-02-09,11:55:00,8000,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,8000
04,04054,languedoc-roussillon,LD08G9,2011-02-09,14:10:00,1800,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,1800
04,04039,languedoc-roussillon,LD26K7,2011-02-09,15:04:00,56000,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,56000
05,05088,languedoc-roussillon,KE44H24,2011-02-09,15:40:00,25000,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,25000
2A,2A040,languedoc-roussillon,NB48K95,2011-02-09,15:43:00,200,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,200
48,48022,languedoc-roussillon,HE02C4,2011-02-09,23:30:00,100000,13,7,9,76,10.0,,10:14:0,82.71226796857965,1.5605954915960907,100000
66,66156,languedoc-roussillon,GC04A21,2011-02-12,06:28:00,80000,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,80000
2A,2A209,languedoc-roussillon,NB48D41,2011-02-12,12:12:00,1500,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,1500
48,48136,languedoc-roussillon,HE02H0,2011-02-12,12:15:00,8000,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,8000
07,07001,languedoc-roussillon,HE68B54,2011-02-12,13:41:00,87131,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,87131
48,48116,languedoc-roussillon,HE02G5,2011-02-12,15:12:00,180000,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,180000
48,48088,languedoc-roussillon,GE62H0,2011-02-12,16:55:00,8000,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,8000
48,48178,languedoc-roussillon,HE02K0,2011-02-12,17:00:00,1000,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,1000
48,48005,languedoc-roussillon,GE64F7,2011-02-12,17:08:00,300,13,7,11,91,10.0,23.0,10:22:0,78.51785945085027,0.27848260875537506,300
07,07111,languedoc-roussillon,HE46K43,2011-02-28,02:56:00,200,11,5,28,74,10.0,32.0,11:7:0,82.80412061981264,4.173922051205209,200
34,34279,languedoc-roussillon,GD62A6,2011-02-28,15:42:00,150000,11,5,28,74,10.0,32.0,11:7:0,82.80412061981264,4.173922051205209,150000
34,34117,languedoc-roussillon,GD64B6,2011-02-28,20:03:00,3100,11,5,28,74,10.0,32.0,11:7:0,82.80412061981264,4.173922051205209,3100
34,34075,languedoc-roussillon,GD20G8,2011-03-02,10:05:00,600,13,6,14,77,10.0,44.0,11:14:0,82.43944071947908,1.8521625983091226,600
48,48152,languedoc-roussillon,HE22A1,2011-03-02,19:45:00,100000,13,6,14,77,10.0,44.0,11:14:0,82.43944071947908,1.8521625983091226,100000
48,48036,languedoc-roussillon,HE02E0,2011-03-06,12:25:00,225000,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,225000
04,04204,languedoc-roussillon,LD28E2,2011-03-06,13:52:00,15000,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,15000
06,06050,languedoc-roussillon,LD86A84,2011-03-06,14:43:00,5800,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,5800
07,07224,languedoc-roussillon,HE46B74,2011-03-06,14:53:00,3000,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,3000
34,34205,languedoc-roussillon,gd64g9,2011-03-06,15:33:00,4000,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,4000
34,34268,languedoc-roussillon,gd84d9,2011-03-06,15:35:00,3500,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,3500
07,07155,languedoc-roussillon,HE46L01,2011-03-06,22:00:00,150,12,6,27,68,9.875,56.0,11:25:0,88.15819293454896,12.198874791615955,150
48,48132,languedoc-roussillon,GE86C8,2011-03-07,15:51:00,10000,14,7,26,76,10.0,16.0,11:28:0,82.77373951170907,3.741150530323026,10000
48,48049,languedoc-roussillon,GE64F5,2011-03-07,18:11:00,5000,14,7,26,76,10.0,16.0,11:28:0,82.77373951170907,3.741150530323026,5000
2A,2A041,languedoc-roussillon,NB62E55,2011-03-07,18:47:00,200,14,7,26,76,10.0,16.0,11:28:0,82.77373951170907,3.741150530323026,200
48,48022,languedoc-roussillon,HE02D4,2011-03-07,18:52:00,380000,14,7,26,76,10.0,16.0,11:28:0,82.77373951170907,3.741150530323026,380000
07,07200,languedoc-roussillon,HE46B54,2011-03-10,10:36:00,20305,14,6,13,83,10.0,5.0,11:37:0,81.13184777254838,1.1309312424164728,20305
48,48066,languedoc-roussillon,HE02D5,2011-03-10,13:45:00,86000,14,6,13,83,10.0,5.0,11:37:0,81.13184777254838,1.1309312424164728,86000
2A,2A324,languedoc-roussillon,NB48G81,2011-03-10,14:46:00,200,14,6,13,83,10.0,5.0,11:37:0,81.13184777254838,1.1309312424164728,200
04,04042,languedoc-roussillon,LD48H8,2011-03-10,15:22:00,38000,14,6,13,83,10.0,5.0,11:37:0,81.13184777254838,1.1309312424164728,38000
48,48028,languedoc-roussillon,HE02D5,2011-03-11,11:21:00,230000,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,230000
2A,2A247,languedoc-roussillon,NB84L43,2011-03-11,12:17:00,800,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,800
05,05009,languedoc-roussillon,KE88E21,2011-03-11,12:42:00,550000,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,550000
11,11303,languedoc-roussillon,FC66K44,2011-03-11,15:03:00,500,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,500
07,07262,languedoc-roussillon,HE24E72,2011-03-11,15:26:00,27860,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,27860
06,06017,languedoc-roussillon,LD88A82,2011-03-11,20:24:00,10405,14,7,16,89,10.0,21.0,11:40:0,79.29882667016653,0.5697603805146251,10405
2A,2A330,languedoc-roussillon,NB48F71,2011-03-24,11:35:00,3000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,3000
34,34069,languedoc-roussillon,GD42L1,2011-03-24,12:10:00,25000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,25000
48,48020,languedoc-roussillon,HE00B3,2011-03-24,12:25:00,107000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,107000
2A,2A323,languedoc-roussillon,NB48C52,2011-03-24,12:36:00,200,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,200
48,48192,languedoc-roussillon,GE64A3,2011-03-24,13:56:00,30000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,30000
07,07233,languedoc-roussillon,HE66G95,2011-03-24,14:04:00,3000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,3000
34,34013,languedoc-roussillon,GD82E9,2011-03-24,14:15:00,10330,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,10330
26,26360,languedoc-roussillon,HE82L91,2011-03-24,14:52:00,14000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,14000
30,30296,languedoc-roussillon,HD08H52,2011-03-24,17:05:00,12300,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,12300
34,34247,languedoc-roussillon,hd24a8,2011-03-24,17:40:00,100,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,100
30,30331,languedoc-roussillon,HE80A2,2011-03-24,19:40:00,40000,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,40000
07,07154,languedoc-roussillon,HE26L35,2011-03-24,19:48:00,26171,17,11,8,71,10.0,0.0,12:20:0,88.66990941967107,5.090252893184998,26171
26,26076,rh-ne-alpes,KE44G74,2011-04-08,14:06:00,113100,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,113100
04,04019,rh-ne-alpes,LE44B0,2011-04-08,14:34:00,1500,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,1500
26,26086,rh-ne-alpes,KE46E52,2011-04-08,15:17:00,17100,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,17100
34,34112,rh-ne-alpes,hd26h4,2011-04-08,15:30:00,51000,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,51000
13,13026,rh-ne-alpes,KD22F15,2011-04-08,15:35:00,1500,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,1500
13,13026,rh-ne-alpes,KD22F15,2011-04-08,15:36:00,1500,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,1500
07,07165,rh-ne-alpes,HE68E65,2011-04-08,16:16:00,28887,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,28887
04,04096,rh-ne-alpes,LE44F1,2011-04-08,16:16:00,10000,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,10000
07,07017,rh-ne-alpes,HE42D81,2011-04-08,17:22:00,20000,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,20000
07,07263,rh-ne-alpes,HE66F21,2011-04-08,17:25:00,2000,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,2000
2A,2A130,rh-ne-alpes,NB46F65,2011-04-08,17:56:00,250,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,250
2A,2A330,rh-ne-alpes,nb48f74,2011-04-08,22:32:00,10,20,8,14,95,7.75,14.0,13:8:0,76.92650698478474,0.09489529904547016,10
30,30270,languedoc-roussillon,HE20K23,2011-04-11,13:19:00,80000,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,80000
06,06127,languedoc-roussillon,LE80E31,2011-04-11,14:25:00,400,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,400
30,30132,languedoc-roussillon,HE20H85,2011-04-11,15:22:00,12700,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,12700
83,83031,languedoc-roussillon,LD22F12,2011-04-11,16:45:00,610,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,610
66,66150,languedoc-roussillon,GC00F75,2011-04-11,17:54:00,10000,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,10000
48,48051,languedoc-roussillon,HE20E9,2011-04-11,20:11:00,6000,23,13,18,79,10.0,4.0,13:14:0,85.97366698944239,5.2600238596544076,6000
83,83006,corse,KD64L22,2011-04-13,06:56:00,6500,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,6500
06,06162,corse,ME20C54,2011-04-13,13:09:00,46684,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,46684
2B,2B161,corse,NC82C12,2011-04-13,14:52:00,337200,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,337200
2A,2A189,corse,NB44E82,2011-04-13,14:59:00,500,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,500
06,06063,corse,LD48L12,2011-04-13,15:46:00,500,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,500
26,26152,corse,KE44B72,2011-04-13,16:08:00,7100,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,7100
2A,2A139,corse,NB84B84,2011-04-13,19:08:00,50,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,50
11,11272,corse,GC08C75,2011-04-13,19:39:00,3000,18,12,15,88,10.0,16.0,13:14:0,80.21473046350224,0.8548365282714171,3000
2B,2B354,corse,NC60B21,2011-04-18,11:10:00,1500,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,1500
07,07239,corse,HE68C23,2011-04-18,13:38:00,10000,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,10000
13,13016,corse,KD62C31,2011-04-18,14:49:00,6000,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,6000
11,11279,corse,FD80K21,2011-04-18,15:43:00,1500,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,1500
2A,2A200,corse,NB68E65,2011-04-18,16:31:00,300,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,300
2A,2A031,corse,NB48L34,2011-04-18,16:52:00,80000,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,80000
07,07216,corse,HE88A85,2011-04-18,17:51:00,20683,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,20683
07,07138,corse,HE64E72,2011-04-18,18:14:00,12006,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,12006
07,07154,corse,HE46A64,2011-04-18,22:00:00,200,18,11,10,72,10.0,4.0,13:28:0,88.22485681959564,5.236757225454039,200
2A,2A349,languedoc-roussillon,NB44F63,2011-05-16,11:29:00,500,23,14,23,64,10.0,5.0,14:44:0,84.70428578618237,5.212842573403305,500
13,13107,languedoc-roussillon,KD42G42,2011-05-16,13:55:00,4000,23,14,23,64,10.0,5.0,14:44:0,84.70428578618237,5.212842573403305,4000
30,30062,languedoc-roussillon,HD46D4,2011-05-16,13:56:00,360000,23,14,23,64,10.0,5.0,14:44:0,84.70428578618237,5.212842573403305,360000
2A,2A004,languedoc-roussillon,NB28G05,2011-05-16,16:17:00,500,23,14,23,64,10.0,5.0,14:44:0,84.70428578618237,5.212842573403305,500
2A,2A345,languedoc-roussillon,NB48D85,2011-05-16,16:37:00,2000,23,14,23,64,10.0,5.0,14:44:0,84.70428578618237,5.212842573403305,2000
07,07281,languedoc-roussillon,HE88K75,2011-05-24,10:31:00,11000,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,11000
30,30142,languedoc-roussillon,HE20L72,2011-05-24,12:01:00,1200,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,1200
66,66137,languedoc-roussillon,GC40B95,2011-05-24,12:37:00,3000,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,3000
11,11379,languedoc-roussillon,GC46G95,2011-05-24,13:37:00,374887,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,374887
06,06118,languedoc-roussillon,LD46L13,2011-05-24,13:53:00,2000,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,2000
11,11154,languedoc-roussillon,GD00C82,2011-05-24,14:03:00,28620,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,28620
2A,2A032,languedoc-roussillon,NB48A12,2011-05-24,14:19:00,500,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,500
83,83018,languedoc-roussillon,LD02G04,2011-05-24,16:56:00,1500,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,1500
83,83101,languedoc-roussillon,LD40D52,2011-05-24,16:57:00,1000,28,19,13,69,9.875,6.0,14:59:0,84.60757070577336,3.0827744720025763,1000
34,34341,languedoc-roussillon,HD02B7,2011-05-27,03:25:00,80000,22,15,24,85,9.125,27.0,15:5:0,81.68227266439935,2.4018554800634395,80000
06,06105,languedoc-roussillon,LD86A12,2011-05-27,14:39:00,1500,22,15,24,85,9.125,27.0,15:5:0,81.68227266439935,2.4018554800634395,1500
26,26098,languedoc-roussillon,KE06K75,2011-05-27,15:13:00,2000,22,15,24,85,9.125,27.0,15:5:0,81.68227266439935,2.4018554800634395,2000
48,48034,languedoc-roussillon,GE62H4,2011-05-27,15:22:00,300,22,15,24,85,9.125,27.0,15:5:0,81.68227266439935,2.4018554800634395,300
2B,2B205,corse,NC66H45,2011-06-19,11:29:00,20000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,20000
2B,2B205,provence-alpes-c-te-d-azur,NC66H45,2011-06-19,11:29:00,20000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,20000
2B,2B185,corse,NC66G15,2011-06-19,13:00:00,299800,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,299800
2B,2B185,provence-alpes-c-te-d-azur,NC66G15,2011-06-19,13:00:00,299800,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,299800
2B,2B283,corse,NB88D01,2011-06-19,13:25:00,170046,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,170046
2B,2B283,provence-alpes-c-te-d-azur,NB88D01,2011-06-19,13:25:00,170046,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,170046
2A,2A004,corse,NB28G13,2011-06-19,15:07:00,15000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,15000
2A,2A004,provence-alpes-c-te-d-azur,NB28G13,2011-06-19,15:07:00,15000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,15000
13,13056,corse,KD02L25,2011-06-19,15:26:00,393000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,393000
13,13056,provence-alpes-c-te-d-azur,KD02L25,2011-06-19,15:26:00,393000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,393000
34,34074,corse,GD62B2,2011-06-19,15:33:00,1000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,1000
34,34074,provence-alpes-c-te-d-azur,GD62B2,2011-06-19,15:33:00,1000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,1000
34,34109,corse,GD62K8,2011-06-19,16:33:00,5600,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,5600
34,34109,provence-alpes-c-te-d-azur,GD62K8,2011-06-19,16:33:00,5600,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,5600
34,34069,corse,GD62B2,2011-06-19,18:30:00,1000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,1000
34,34069,provence-alpes-c-te-d-azur,GD62B2,2011-06-19,18:30:00,1000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,1000
34,34069,corse,GD62A1,2011-06-19,19:16:00,900,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,900
34,34069,provence-alpes-c-te-d-azur,GD62A1,2011-06-19,19:16:00,900,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,900
